,strategy
VSTO,2.0
DDS,2.0
CUK,2.0
KMX,0.0
PLCE,0.0
SCHL,0.0
SEAS,0.0
WPRT,2.0
BOOT,1.0
RL,2.0
ALSN,0.0
GPC,0.0
AMC,0.0
GCI,2.0
ORLY,0.0
HOG,0.0
TUP,1.0
ADNT,0.0
AAP,0.0
TXRH,0.0
LZB,0.0
CVGI,0.0
MUSA,1.0
CNK,0.0
MTN,0.0
LEE,0.0
BJRI,2.0
EVRI,2.0
PII,2.0
TLRD,0.0
SCI,0.0
BERY,0.0
CCK,0.0
CPS,0.0
HIBB,0.0
LGIH,0.0
CMG,2.0
DNKN,0.0
FRAN,0.0
QUOT,0.0
PKG,0.0
DENN,0.0
RRR,0.0
MDCA,2.0
WLH,0.0
CETV,1.0
PZZA,0.0
POOL,0.0
COLM,0.0
CBD,0.0
LOCO,1.0
RUSHA,0.0
WMS,2.0
MCFT,0.0
ERI,0.0
FOSL,2.0
OSTK,0.0
FOXF,0.0
LEG,0.0
BC,0.0
MBUU,0.0
CALI,0.0
ZUMZ,0.0
SSP,0.0
BATRK,0.0
DLTH,0.0
GDEN,0.0
PVH,0.0
ASNA,2.0
VRA,2.0
BFAM,0.0
TEN,0.0
SUP,0.0
LL,2.0
LEA,0.0
MOD,0.0
WBC,0.0
SAH,0.0
HZO,0.0
SLGN,1.0
HMC,1.0
GPI,0.0
HOV,0.0
AMCX,2.0
TPX,1.0
PLYA,0.0
HVT,0.0
DIN,2.0
SON,0.0
NLS,1.0
LSXMK,0.0
NEWM,2.0
TCS,2.0
GEF,0.0
MPAA,2.0
MTH,0.0
CONN,2.0
TOUR,2.0
CHH,0.0
MDP,0.0
WWE,0.0
MINI,0.0
MMYT,0.0
BKNG,0.0
VSI,2.0
LCII,0.0
RRGB,2.0
HUD,0.0
WWW,0.0
SCVL,0.0
FUN,0.0
DORM,0.0
AIN,0.0
AZO,0.0
TM,1.0
LAD,2.0
SNBR,0.0
FLWS,0.0
MSG,0.0
CBRL,0.0
ENT,2.0
LE,2.0
PAG,0.0
BBGI,0.0
NCMI,0.0
EROS,0.0
GAIA,0.0
MSGN,0.0
BKE,2.0
TA,2.0
INWK,0.0
MNRO,2.0
MCHX,2.0
SHAK,2.0
GOLF,0.0
PSO,1.0
FWONA,0.0
LSXMA,0.0
PATK,0.0
INUV,2.0
NXST,0.0
WING,0.0
BZH,0.0
KIRK,0.0
VAC,0.0
ZAGG,2.0
FGP,2.0
TRVG,1.0
RELX,0.0
ICON,0.0
RGS,0.0
CCO,0.0
TSG,0.0
ATR,0.0
ABG,2.0
CATO,2.0
CCS,0.0
CHUY,1.0
CTRN,2.0
RACE,0.0
HI,0.0
WBAI,2.0
CHDN,0.0
RICK,0.0
MOV,0.0
CRWS,0.0
LQDT,0.0
TSQ,2.0
PBPB,0.0
TACO,0.0
NDLS,2.0
UNF,0.0
CLUB,0.0
RUTH,0.0
HABT,2.0
CSS,1.0
SRI,0.0
BNED,0.0
MED,0.0
MCRI,0.0
JAKK,2.0
CMPR,0.0
PRTS,0.0
RLH,0.0
WPP,1.0
OXM,1.0
CMT,0.0
RDI,0.0
BBW,0.0
LCUT,0.0
DLB,0.0
NATH,0.0
MCS,0.0
YTRA,2.0
SMP,0.0
RCKY,0.0
SYX,0.0
GCO,0.0
NVR,0.0
SQBG,2.0
BLBD,0.0
SMRT,2.0
WKHS,1.0
IHG,0.0
BATRA,0.0
EDUC,1.0
FLXS,0.0
VALU,0.0
MYE,0.0
NC,0.0
CNET,2.0
HOFT,0.0
SALM,0.0
GHC,0.0
CSV,0.0
LIND,2.0
WEYS,0.0
STKS,2.0
VOXX,2.0
SORL,0.0
CRMT,0.0
UFAB,0.0
LITB,0.0
MHO,0.0
CNTY,0.0
STON,2.0
TLYS,0.0
DXYN,2.0
CYRX,0.0
KNDI,2.0
CLAR,0.0
PLOW,0.0
CVCO,0.0
ARKR,0.0
SRAX,2.0
SSI,2.0
NYNY,0.0
JOUT,0.0
MLR,0.0
SGC,0.0
EBAYL,0.0
BH,0.0
UFPT,0.0
VIA,2.0
BSET,0.0
CIDM,2.0
CULP,0.0
DLA,0.0
FLL,0.0
GFA,1.0
NTN,0.0
NVFY,0.0
RAVE,2.0
STRT,2.0
TLF,0.0
TWMC,2.0
UFI,0.0
MKGI,2.0
RUSHB,0.0
AHC,0.0
ATV,0.0
BDL,0.0
BTN,0.0
BURG,2.0
CAAS,0.0
CCZ,0.0
CPHC,1.0
CTIB,0.0
CXDC,1.0
DHXM,2.0
DISCB,0.0
DJCO,0.0
DSWL,0.0
DVD,0.0
EMMS,0.0
ESCA,0.0
EVK,2.0
FFHL,2.0
FORD,2.0
FORK,0.0
GNUS,0.0
GTIM,2.0
HHS,2.0
HOVNP,0.0
INSE,2.0
ISIG,2.0
JMU,2.0
KBSF,2.0
LSXMB,0.0
LUB,1.0
MANU,2.0
MNI,0.0
NAKD,2.0
NTZ,0.0
NWHM,2.0
PRPL,0.0
QRTEB,2.0
RMBL,1.0
SAUC,2.0
SGA,0.0
SHSP,0.0
SYPR,2.0
TKAT,0.0
UONE,0.0
UONEK,0.0
VNCE,2.0
WINA,0.0
XELB,2.0
GE,0.0
DAL,0.0
BA,0.0
JBLU,0.0
KNX,0.0
NLSN,2.0
LUV,0.0
CSX,0.0
PAYX,0.0
MMM,0.0
ARNC,2.0
UAL,0.0
DE,0.0
AAL,0.0
CAT,0.0
DOV,0.0
RTN,0.0
BAH,0.0
UTX,0.0
ZTO,2.0
EMR,0.0
ADP,0.0
AER,1.0
ETN,0.0
ATI,0.0
HON,0.0
BCO,0.0
UNP,0.0
CNDT,2.0
LMT,0.0
MTZ,0.0
UPS,0.0
GD,0.0
PWR,0.0
STNG,2.0
RSG,0.0
TOPS,2.0
KMT,0.0
FLR,0.0
FDX,0.0
AOBC,2.0
GWW,0.0
CMI,0.0
CNHI,0.0
NSC,0.0
HA,0.0
ITW,0.0
IRM,0.0
NOC,0.0
FLT,1.0
RXN,0.0
OSK,0.0
AMN,0.0
PCAR,0.0
IR,0.0
TISI,0.0
HMSY,0.0
KSU,0.0
GLOG,0.0
JBHT,0.0
TXT,0.0
EXPD,0.0
WERN,0.0
HCSG,0.0
CP,0.0
PNR,0.0
NAT,2.0
MLHR,0.0
FAST,0.0
BR,0.0
XPO,0.0
AGCO,0.0
CAR,1.0
URI,0.0
MCO,1.0
KBR,1.0
FISV,0.0
SAVE,0.0
CVA,0.0
SCS,0.0
CXW,1.0
PH,0.0
HDS,0.0
ATSG,0.0
ALLE,1.0
ERJ,2.0
AOS,0.0
KTOS,0.0
TRN,0.0
SPGI,0.0
RYAAY,1.0
HTZ,0.0
IEX,0.0
EFX,0.0
SWK,0.0
ROK,0.0
WM,0.0
RHI,0.0
AL,0.0
TDG,0.0
CAJ,1.0
CNI,0.0
NMFC,0.0
BLDP,0.0
WCN,0.0
ABM,0.0
TYME,2.0
ALK,0.0
TEX,0.0
HDSN,0.0
CVEO,0.0
TRU,0.0
XYL,0.0
DY,0.0
CVG,0.0
WAIR,0.0
TPC,0.0
ECHO,0.0
SSW,2.0
BECN,0.0
MWA,0.0
TKR,0.0
CLGX,0.0
G,1.0
CFX,0.0
CMCO,0.0
CRS,0.0
CATM,0.0
KNL,0.0
MRTN,0.0
DLX,0.0
MAN,0.0
AAXN,0.0
TNET,0.0
EEFT,0.0
TRI,0.0
PBI,2.0
JEC,0.0
WWD,0.0
TTC,0.0
HOLI,2.0
WAB,0.0
MTW,0.0
MIC,0.0
CHRW,0.0
LTM,0.0
DXPE,0.0
SPR,0.0
MIDD,0.0
RCII,2.0
SERV,2.0
WNC,0.0
CSGP,2.0
FLS,0.0
WBT,0.0
RS,0.0
HEI,0.0
BWXT,0.0
WOR,0.0
HTLD,0.0
HII,0.0
MSA,0.0
ACM,0.0
SRCL,2.0
RYI,0.0
WNS,2.0
GLNG,0.0
RRD,0.0
TBI,1.0
MGRC,0.0
SPXC,0.0
TGI,2.0
R,0.0
GPN,0.0
FLOW,0.0
AVY,0.0
DHT,2.0
AAWW,0.0
DCI,0.0
FTAI,0.0
DSS,2.0
SBLK,0.0
CWST,0.0
AAN,0.0
LPG,2.0
AJRD,0.0
MLI,0.0
NDSN,0.0
ASC,2.0
LII,0.0
OSG,0.0
JKHY,0.0
ADSW,0.0
VRSK,0.0
AQMS,0.0
ATTO,2.0
DAR,0.0
GMLP,0.0
SNA,0.0
TNK,2.0
CPA,0.0
ASTE,0.0
UEPS,2.0
NMM,2.0
HSII,1.0
KEX,0.0
B,0.0
SCHN,0.0
NM,2.0
HSON,2.0
GVA,0.0
ODFL,0.0
TGP,0.0
ROP,1.0
RBA,0.0
NVGS,2.0
ACTG,0.0
GATX,0.0
MSM,0.0
GGG,0.0
GTLS,0.0
SKYW,0.0
NPO,0.0
SHLO,0.0
ITT,0.0
WCC,0.0
BRC,0.0
MCRN,0.0
SFL,0.0
PMTS,2.0
SALT,2.0
GBX,0.0
GWR,0.0
VVI,0.0
EGL,1.0
ICFI,0.0
ACIW,2.0
CECE,0.0
III,0.0
YRCW,2.0
KRNT,0.0
CYD,0.0
MYRG,0.0
GLDD,0.0
LIQT,2.0
ENV,0.0
CAE,0.0
HXL,0.0
EME,0.0
PHG,0.0
HEES,0.0
LKSD,2.0
HUBG,0.0
TWI,0.0
DCO,0.0
MMS,0.0
ERII,0.0
AEGN,0.0
PRIM,0.0
ZBRA,0.0
BGG,0.0
RADA,0.0
GOGL,2.0
CCRN,1.0
JBT,0.0
CMRE,2.0
TPIC,0.0
CRAI,0.0
AIT,0.0
SNX,0.0
ACCO,0.0
ASGN,0.0
OMAB,2.0
ATKR,0.0
UHAL,1.0
VMI,0.0
AYR,0.0
FCN,0.0
WEX,0.0
ADES,0.0
BOOM,0.0
EXLS,0.0
RTRX,1.0
MNTX,0.0
LSTR,0.0
ARTX,0.0
SRT,0.0
CBZ,0.0
SAIA,0.0
RRTS,0.0
GOL,0.0
VEC,0.0
AIR,0.0
CPLP,2.0
JOBS,0.0
ASPS,2.0
SB,0.0
DSKE,0.0
EURN,2.0
TGH,2.0
FWRD,0.0
MARA,0.0
LECO,0.0
ROL,0.0
FELE,0.0
PRGX,0.0
EXPO,0.0
KFY,2.0
HRI,2.0
LDL,0.0
PRLB,2.0
CR,0.0
LNN,0.0
CETX,0.0
CODI,0.0
AVAV,2.0
DSX,2.0
GIFI,0.0
BGSF,0.0
SSD,0.0
TNC,0.0
HURN,2.0
WLDN,0.0
WSC,0.0
CVTI,0.0
TRTN,0.0
NNBR,0.0
NNA,2.0
ROLL,0.0
NSSC,0.0
AMRC,2.0
EGLE,2.0
TNP,2.0
CLCT,0.0
BBSI,0.0
VLRS,2.0
CIR,0.0
THR,0.0
DHX,2.0
KFRC,1.0
TRS,0.0
NSP,0.0
OMEX,0.0
RECN,0.0
ASR,0.0
MORN,2.0
HZN,0.0
AIMC,0.0
PAC,1.0
CTEK,2.0
NVEE,0.0
ATRO,1.0
AZZ,0.0
ECOL,0.0
AVH,0.0
TOO,2.0
HNI,0.0
FSS,0.0
JASN,2.0
FRO,2.0
HY,0.0
CLH,0.0
MATX,2.0
HCKT,0.0
ALGT,0.0
WTS,0.0
RAIL,2.0
FIX,0.0
ARCB,0.0
ACRX,2.0
CAI,2.0
MG,0.0
HAYN,0.0
ORN,0.0
SPEX,2.0
GRC,0.0
FLY,1.0
AGX,0.0
GNK,2.0
HCCI,0.0
NXTD,2.0
INSW,0.0
DCIX,2.0
KAMN,0.0
HIL,0.0
NL,0.0
GHM,0.0
CUB,0.0
RGR,2.0
TTEC,0.0
ULBI,2.0
HMLP,0.0
CSWI,1.0
CDTI,2.0
RAVN,0.0
KNOP,0.0
VRTV,0.0
TTEK,0.0
CCF,0.0
RLGT,0.0
CEA,2.0
HBP,0.0
ZEUS,0.0
FORR,0.0
STRL,0.0
STCN,2.0
GRAM,0.0
STN,0.0
CVU,2.0
EBF,1.0
PANL,0.0
IEP,0.0
ESNC,0.0
MPX,0.0
USAK,2.0
TG,0.0
IESC,0.0
KAI,0.0
BOSC,0.0
NPK,0.0
POWL,0.0
TITN,0.0
GSL,2.0
PFSW,2.0
TWIN,0.0
VSEC,0.0
SP,0.0
ALG,0.0
CREG,2.0
GENC,0.0
XONE,2.0
ULH,0.0
ERA,0.0
ESLT,0.0
GASS,1.0
KEQU,0.0
LTBR,2.0
MHH,2.0
SEII,2.0
CCRC,0.0
EML,0.0
PFMT,0.0
GFN,0.0
JOB,2.0
AP,0.0
BWEN,0.0
CASS,0.0
CLWT,0.0
CVV,2.0
FSTR,0.0
FTEK,2.0
LMB,0.0
MAGS,0.0
PKOH,0.0
PPIH,0.0
SPLP,2.0
STAF,2.0
UUU,2.0
ZNH,2.0
SEB,0.0
WLFC,0.0
CLIR,2.0
SWP,0.0
SGRP,2.0
MICT,2.0
ACY,2.0
AIRI,2.0
AIRT,1.0
APDN,2.0
ARCW,0.0
ARTW,0.0
ASTC,0.0
AWX,0.0
AXR,0.0
BKYI,0.0
BLNK,2.0
CIX,0.0
CODA,0.0
CUO,0.0
CVR,0.0
DAC,2.0
DGLY,2.0
DLHC,0.0
DLNG,0.0
EEI,0.0
ENG,0.0
ESEA,2.0
ESTR,1.0
GFNCP,0.0
GSH,0.0
HEBT,2.0
HIHO,2.0
HWCC,0.0
IDSA,0.0
INS,0.0
IPWR,2.0
ISSC,0.0
KELYB,0.0
KIQ,2.0
LAWS,0.0
LIVE,0.0
LXFR,0.0
NTRP,2.0
OFLX,0.0
ORGS,1.0
PATI,2.0
PESI,0.0
PFIN,0.0
PTSI,1.0
PXS,0.0
RCMT,0.0
SCX,2.0
SHIP,2.0
SIF,2.0
SMED,2.0
SPCB,2.0
SWJ,2.0
SXI,0.0
TATT,0.0
TAYD,2.0
TMSR,0.0
USDP,0.0
VIRC,0.0
VTNR,0.0
WHLM,0.0
SRC,0.0
EQR,2.0
NLY,0.0
ARI,0.0
CCI,0.0
VTR,0.0
VER,0.0
WELL,0.0
PLD,0.0
BDN,0.0
Z,0.0
AIV,0.0
RLJ,0.0
DDR,2.0
KIM,1.0
BXMT,0.0
DLR,0.0
CLI,0.0
NYMT,0.0
LADR,0.0
DOC,0.0
PDM,0.0
QTS,0.0
AMH,0.0
HST,0.0
UE,0.0
WRE,0.0
DRE,0.0
CONE,0.0
KRG,1.0
RLGY,2.0
HPP,0.0
INVH,1.0
CTRE,0.0
NHI,0.0
CBL,0.0
O,0.0
SHO,0.0
BXP,0.0
STOR,0.0
SPG,2.0
CBRE,2.0
CXP,1.0
AGNC,0.0
MPW,0.0
CIM,0.0
LAMR,0.0
OFC,0.0
TWO,0.0
SLG,1.0
VNO,0.0
UDR,0.0
SBRA,0.0
HTA,0.0
LXP,0.0
KW,2.0
NNN,0.0
CUZ,0.0
ABR,0.0
ROIC,0.0
INN,0.0
OHI,2.0
SUI,0.0
ANH,0.0
SKT,0.0
WPG,0.0
DRH,0.0
CUBE,2.0
GLPI,0.0
HR,0.0
APLE,0.0
UNIT,0.0
IRET,0.0
ESRT,0.0
PEB,0.0
ARE,0.0
MFA,0.0
LPT,0.0
AVB,1.0
MGP,0.0
MAA,0.0
XHR,0.0
FR,0.0
BRX,1.0
EXR,2.0
PGRE,2.0
WRI,0.0
CPT,0.0
ALEX,0.0
STWD,0.0
XIN,0.0
GEO,0.0
BAM,0.0
SNR,0.0
SNH,0.0
STAG,0.0
IRS,0.0
EQC,0.0
DEI,0.0
BBX,0.0
NRZ,0.0
CTT,0.0
AHH,0.0
HIW,0.0
REXR,0.0
REG,0.0
ZG,0.0
MAC,2.0
RPAI,0.0
IVR,0.0
RESI,2.0
JLL,2.0
PSA,2.0
COR,0.0
PEI,2.0
AKR,0.0
FRT,1.0
IRT,0.0
ESS,1.0
HT,0.0
WPC,0.0
PCH,0.0
CLDT,0.0
SRG,0.0
GNL,1.0
DEA,0.0
AAT,0.0
NSA,0.0
WSR,0.0
RWT,0.0
FSP,0.0
APTS,0.0
RPT,0.0
MNR,0.0
ORC,0.0
CMO,0.0
FCPT,2.0
NYRT,2.0
RHP,0.0
ADC,0.0
LSI,2.0
EPR,0.0
CHCT,0.0
HHC,0.0
PMT,0.0
EGP,0.0
KRC,0.0
TRNO,0.0
TCO,1.0
STAR,0.0
LTC,0.0
ELS,0.0
CDR,1.0
BPY,0.0
CIO,0.0
BRG,0.0
HASI,0.0
ACC,0.0
AHT,0.0
DS,0.0
ARR,0.0
RMAX,0.0
MMI,2.0
IIPR,2.0
JOE,0.0
RMR,0.0
FPI,0.0
FOR,0.0
PICO,0.0
EARN,0.0
PSB,0.0
WMC,0.0
LEJU,2.0
DX,0.0
NXRT,0.0
FRPH,0.0
CTO,0.0
FSV,0.0
GTY,0.0
UMH,0.0
GOOD,0.0
GMRE,2.0
OLP,0.0
MITT,0.0
ACRE,0.0
TPHS,0.0
BRT,0.0
CHMI,0.0
JCAP,0.0
UHT,0.0
UBA,0.0
IOR,1.0
TRC,0.0
WHLR,0.0
GRIF,0.0
CIGI,2.0
SOHO,0.0
STRS,0.0
LMRK,0.0
BBU,1.0
GRBK,0.0
LAND,0.0
ALX,0.0
TPL,0.0
WHLRP,0.0
SOHOB,1.0
IRCP,0.0
CMCT,1.0
NYMTP,0.0
BFS,0.0
TCI,0.0
AGNCB,0.0
AJX,0.0
ARL,2.0
CDOR,0.0
CHCI,0.0
CKX,0.0
EMITF,0.0
ESBA,0.0
FISK,0.0
GOODM,0.0
GYRO,0.0
HGSH,0.0
HMG,0.0
IHT,1.0
INTG,0.0
LANDP,1.0
LMRKO,2.0
LMRKP,0.0
MAYS,2.0
MLP,0.0
NEN,0.0
NYMTO,0.0
OBAS,2.0
OGCP,0.0
PW,0.0
SELF,0.0
UBP,0.0
WHLRD,2.0
YRIV,2.0
T,0.0
VEON,0.0
VZ,0.0
CTL,0.0
NFLX,0.0
TMUS,0.0
S,0.0
AMT,0.0
DISH,1.0
LBTYK,2.0
LBTYA,2.0
AMX,2.0
GSAT,0.0
MBT,0.0
LBRDA,0.0
CHTR,0.0
VOD,2.0
ORBC,0.0
SBAC,1.0
KT,0.0
CHL,1.0
IRDM,0.0
LBRDK,0.0
GOGO,2.0
TSU,0.0
SKM,0.0
TEUM,2.0
WOW,1.0
NIHD,2.0
GLIBA,2.0
RBBN,2.0
VIV,0.0
VG,0.0
BCE,0.0
CCOI,0.0
CNSL,0.0
FTR,2.0
ALSK,2.0
EGHT,0.0
I,2.0
TEF,2.0
HCHC,0.0
TDS,0.0
RCI,0.0
GLOW,2.0
GTT,0.0
TU,0.0
CHU,1.0
CBB,0.0
TLK,0.0
SITO,0.0
LILAK,2.0
SJR,0.0
TEO,0.0
TKC,2.0
IDCC,0.0
IDT,0.0
PHI,2.0
HMTV,2.0
SHEN,0.0
CABO,0.0
CHT,0.0
USM,0.0
OOMA,0.0
SPOK,0.0
LILA,2.0
ORAN,2.0
UTSI,2.0
ATNI,0.0
CEL,0.0
GLIBP,2.0
CHA,0.0
TDA,2.0
TDE,0.0
UZA,0.0
BCOM,0.0
AMOV,2.0
IGLD,0.0
IPAS,0.0
LBTYB,2.0
MTSL,0.0
OTEL,2.0
PTNR,0.0
SIFY,2.0
TDI,0.0
TDJ,0.0
VZA,1.0
KMI,0.0
XOM,0.0
HAL,0.0
MRO,0.0
SWN,0.0
SLB,0.0
DVN,0.0
MPC,0.0
COP,0.0
CHK,0.0
CVX,0.0
NBR,0.0
SRCI,0.0
APA,0.0
KOS,0.0
PBR,0.0
LPI,0.0
PTEN,0.0
QEP,0.0
RIG,0.0
CDEV,0.0
DNR,0.0
EOG,0.0
OAS,0.0
OKE,0.0
HES,0.0
OXY,0.0
CVE,0.0
FTI,0.0
MDR,0.0
ECA,0.0
RES,0.0
WMB,0.0
SU,0.0
PE,0.0
PAA,0.0
VLO,1.0
AR,0.0
SM,0.0
COG,0.0
EPD,0.0
NBL,0.0
WLL,0.0
CRZO,0.0
CLR,0.0
PXD,0.0
WPX,0.0
WTI,0.0
XEC,0.0
SGU,0.0
NOV,0.0
CPE,0.0
NE,2.0
BP,0.0
VVV,2.0
MUR,0.0
SHLX,2.0
CXO,0.0
HLX,0.0
HP,0.0
LNG,0.0
PBF,2.0
CNQ,0.0
CNX,0.0
OII,2.0
PSX,0.0
RRC,0.0
FET,0.0
FANG,0.0
NOG,2.0
GTE,0.0
ENB,0.0
TRP,0.0
BTE,0.0
SUN,2.0
CRC,0.0
XOG,2.0
PEIX,0.0
PDS,0.0
TCP,0.0
EQT,0.0
OIS,0.0
SEMG,0.0
PAGP,0.0
REGI,0.0
ENLC,0.0
MPLX,2.0
EC,0.0
DO,2.0
AROC,0.0
DNOW,0.0
REI,0.0
DRQ,1.0
MTDR,0.0
PSXP,2.0
NGL,0.0
HFC,2.0
MMP,0.0
TRGP,0.0
CQP,0.0
GPOR,2.0
WES,0.0
PDCE,0.0
MRC,0.0
CPG,0.0
IMO,0.0
DK,0.0
DCP,0.0
CNXM,0.0
TK,2.0
YPF,0.0
NS,0.0
MCF,0.0
SNP,0.0
TTI,2.0
EQM,0.0
AM,0.0
NBLX,0.0
INT,0.0
CHKR,2.0
BAS,2.0
GEL,0.0
HEP,0.0
MTRX,0.0
TOT,0.0
ERF,0.0
NFG,0.0
USAC,0.0
PBA,0.0
TUSK,0.0
ENBL,0.0
NR,0.0
CLMT,2.0
SDRL,1.0
EEQ,0.0
FTK,2.0
AXAS,0.0
PTR,0.0
SSL,0.0
E,0.0
CRR,2.0
VNOM,0.0
ZN,2.0
FI,2.0
CVI,2.0
NOA,0.0
CLB,0.0
GLP,0.0
PER,0.0
AREX,0.0
BCEI,2.0
CRK,0.0
EPM,0.0
PVAC,0.0
UGP,0.0
CEI,2.0
PARR,2.0
EXTN,0.0
PBFX,2.0
SD,0.0
ROYT,2.0
NGS,0.0
GPRK,0.0
LLEX,0.0
CLNE,2.0
VOC,0.0
ICD,0.0
ESTE,0.0
SJT,0.0
IO,2.0
HOS,2.0
CKH,0.0
OBE,0.0
SMLP,0.0
CEO,0.0
KEG,2.0
GLOP,0.0
UNT,0.0
YUMA,2.0
ESES,2.0
TDW,2.0
NEXT,0.0
USEG,0.0
EGY,2.0
PBT,0.0
GDP,0.0
MMLP,1.0
BKEP,0.0
GEOS,0.0
BSM,0.0
TAT,2.0
CCLP,1.0
CAPL,0.0
DKL,2.0
VET,0.0
BPT,0.0
CELP,0.0
GPP,0.0
SDPI,0.0
TGA,2.0
MXC,0.0
MVO,0.0
DWSN,0.0
AE,0.0
GNE,2.0
PFIE,0.0
PHX,0.0
ROSE,0.0
SRLP,0.0
PED,2.0
SHI,0.0
BKEPP,0.0
BRN,2.0
CRT,0.0
DMLP,0.0
ECT,0.0
ENSV,0.0
GBR,0.0
HUSA,0.0
LONE,0.0
MARPS,0.0
MCEP,0.0
NRT,2.0
PNRG,0.0
RCON,1.0
ROSEU,0.0
SAEX,2.0
SBR,0.0
SDR,2.0
SDT,2.0
SNDE,0.0
SNMP,1.0
TGC,2.0
TRCH,0.0
BAC,0.0
WFC,0.0
AIG,0.0
C,0.0
MS,0.0
JPM,0.0
BBD,0.0
AXP,0.0
V,0.0
KEY,0.0
RF,0.0
IBN,1.0
MSCI,0.0
RDN,0.0
AABA,0.0
PYPL,0.0
SCHW,0.0
STI,0.0
ITUB,0.0
BK,0.0
FITB,0.0
USB,0.0
HBAN,0.0
DB,2.0
PGR,0.0
BCS,2.0
BX,0.0
SYF,0.0
MTG,0.0
ZION,0.0
BBT,0.0
CFG,0.0
FNB,0.0
VOYA,0.0
NTRS,0.0
KKR,0.0
WRB,0.0
FRC,0.0
STL,0.0
NYCB,0.0
MET,0.0
AFL,0.0
GS,0.0
MA,0.0
BBVA,1.0
ICE,0.0
IVZ,2.0
SLM,0.0
CME,0.0
PPBI,0.0
ETFC,0.0
CEF,0.0
WDR,2.0
AMTD,0.0
PNC,0.0
ARCC,0.0
FNF,0.0
LC,2.0
BEN,0.0
NAVI,0.0
FHN,0.0
LYG,2.0
ALLY,0.0
EVR,0.0
WU,0.0
SAN,0.0
HOMB,0.0
CS,2.0
ISBC,0.0
AGO,0.0
CB,0.0
PRU,0.0
PBCT,0.0
UCBI,0.0
CBSH,0.0
SC,2.0
HIG,0.0
ING,0.0
UBS,2.0
CNO,0.0
BANC,0.0
OMF,2.0
COF,0.0
TROW,0.0
FBP,0.0
BGCP,0.0
ASB,0.0
AEG,0.0
EWBC,0.0
STT,0.0
VLY,0.0
APO,0.0
MMC,0.0
GNW,1.0
L,0.0
MBI,0.0
ONB,0.0
DFS,0.0
NGHC,0.0
UNM,0.0
ATH,2.0
SIVB,0.0
LPLA,2.0
SEIC,1.0
ALL,0.0
KRNY,0.0
MFC,0.0
UMPQ,0.0
PNFP,0.0
CBOE,0.0
PHH,2.0
TCF,0.0
RY,0.0
TRV,0.0
ADS,2.0
AXS,0.0
ESNT,0.0
SMFG,0.0
FULT,0.0
LAZ,2.0
LNC,0.0
CMA,0.0
PFG,0.0
STFC,0.0
HSBC,0.0
HDB,0.0
WAL,0.0
ARES,0.0
WAFD,0.0
BSBR,0.0
BKU,0.0
FII,0.0
ACGL,0.0
SBNY,0.0
AEL,1.0
ORI,0.0
MC,0.0
NMIH,0.0
LFC,2.0
NBHC,0.0
BPOP,0.0
GWB,0.0
TD,0.0
BRO,0.0
FAF,0.0
KMPR,0.0
BLK,0.0
TRUP,0.0
HOPE,0.0
AON,0.0
BXS,0.0
RJF,0.0
AMP,0.0
CM,0.0
TCBI,0.0
OCN,2.0
NWBI,0.0
PSEC,0.0
WETF,2.0
SF,0.0
WBS,0.0
TPRE,2.0
VIRT,2.0
GHL,0.0
CFR,0.0
BNS,0.0
EV,0.0
CINF,0.0
GLRE,0.0
HLI,0.0
GGAL,0.0
WTFC,0.0
FCF,0.0
FANH,2.0
BKCC,2.0
MTB,0.0
FDS,0.0
PACW,0.0
AIZ,0.0
PRA,0.0
UMBF,0.0
BAP,0.0
OCSL,2.0
HTLF,0.0
CUBI,0.0
APAM,2.0
STC,0.0
FFBC,0.0
BMO,0.0
TOWN,0.0
AJG,0.0
RGA,0.0
KB,0.0
FHB,2.0
SNV,0.0
MGI,0.0
OSBC,0.0
BRKL,0.0
ONDK,2.0
IBKR,2.0
CSFL,0.0
CFFN,0.0
RLI,0.0
UBSI,0.0
WLTW,1.0
FCFS,0.0
CNS,0.0
LM,2.0
GDOT,0.0
OPB,2.0
MCC,0.0
MCY,0.0
CATY,0.0
COLB,0.0
BPFH,0.0
COWN,0.0
EZPW,0.0
BSMX,2.0
MHLD,0.0
WD,0.0
TBBK,0.0
ETV,0.0
NDAQ,0.0
WSFS,0.0
MKTX,0.0
ECPG,1.0
HRTG,2.0
CIB,0.0
HFWA,0.0
BHLB,0.0
TSC,0.0
RE,0.0
FBC,0.0
SFNC,0.0
LTS,2.0
PB,0.0
IBKC,0.0
TFSL,0.0
PRAA,0.0
AFG,0.0
BANR,0.0
SLF,0.0
SIGI,0.0
SUPV,0.0
BOH,0.0
OFG,0.0
MFG,2.0
HTGC,0.0
GBCI,0.0
AINV,0.0
HTH,0.0
LKFN,0.0
CASH,0.0
SFBS,0.0
RBS,2.0
BMA,0.0
GABC,0.0
AB,0.0
TRMK,0.0
EFSC,0.0
BOKF,0.0
UVSP,0.0
OCFC,0.0
PJT,0.0
ENVA,0.0
AMG,2.0
NMR,0.0
UCFC,0.0
FMBI,0.0
ORIT,0.0
TREE,0.0
BSAC,0.0
HMN,0.0
MSBI,0.0
EBSB,0.0
UIHC,2.0
TCPC,0.0
IBTX,0.0
GER,0.0
AI,0.0
ACBI,0.0
CVBF,0.0
SASR,0.0
HAFC,0.0
GCAP,2.0
PRI,0.0
ABDC,0.0
GMZ,0.0
WASH,0.0
LBAI,0.0
